"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4 p)
"기타","소계","소계",음반·비디오·악기,소계,면세점 이외,354,275,299,482,3837,8110,4477,3190,1603,1191,340,592,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,계,1215,1889,1780,2923,1756,2475,2150,2083,2104,1511,985,1083,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점,38,18,3,1247,1,0,75,79,116,289,24,15,-,-,-,-,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,1177,1871,1777,1676,1755,2475,2075,2004,1988,1222,961,1068,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,계,103,143,218,291,269,127,126,234,182,84,68,174,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",스포츠·레저용품,소계,면세점 이외,103,143,218,291,269,127,126,234,182,84,68,174,-,-,-,-,-
"기타","소계","소계",화장품,소계,계,24692,10135,9015,7868,7795,7480,4586,4533,2418,3488,545,750,-,-,-,-,-
"기타","소계","소계",화장품,소계,면세점,14670,8426,6641,6401,6451,6118,3425,2990,996,2793,67,41,-,-,-,-,-
"기타","소계","소계",화장품,소계,면세점 이외,10022,1709,2374,1467,1344,1362,1161,1543,1422,695,478,709,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,계,147,285,627,589,1016,690,932,777,1224,1050,505,504,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,면세점,2,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-
"기타","소계","소계",아동·유아용품,소계,면세점 이외,145,285,627,589,1016,690,932,777,1224,1049,505,504,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,계,1406,122,49,92,88,90,73,46,179,18,22,31,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,면세점,36,5,15,17,17,6,4,12,19,9,13,19,-,-,-,-,-
"기타","소계","소계",음·식료품,소계,면세점 이외,1370,117,34,75,71,84,69,34,160,9,9,12,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,계,2,3,1,3,1,0,0,0,10,0,0,0,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",농축수산물,소계,면세점 이외,2,3,1,3,1,0,0,0,10,0,0,0,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,계,384,334,354,392,348,304,386,1093,276,180,89,65,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",생활·자동차용품,소계,면세점 이외,384,334,354,392,348,304,386,1093,276,180,89,65,-,-,-,-,-
"기타","소계","소계",기 타,소계,계,939,710,826,870,833,1241,1121,1072,2341,837,312,236,-,-,-,-,-
"기타","소계","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-
"기타","소계","소계",기 타,소계,면세점 이외,939,710,826,870,833,1241,1121,1072,2341,837,312,236,-,-,-,-,-
